Ilan_No,Ilan_Yili,Ilce,Brut_Metrekare,Oda_Sayisi,Bina_Yasi,Kat_Sayisi,Bulundugu_Kat,Isitma_Tipi,Site_Icerisinde,Fiyat
1115,2025,Kartal,80,2,6,10,4,Doğalgaz,Evet,9700000
1116,2025,Şişli,125,3,2,12,5,Doğalgaz,Evet,27000000
1117,2025,Kadıköy,110,3,3,10,5,Doğalgaz,Evet,23000000
1118,2025,Beşiktaş,130,4,0,12,6,Doğalgaz,Evet,46000000
1119,2025,Sarıyer,145,4,1,11,5,Doğalgaz,Evet,49500000
1120,2025,Ümraniye,90,2,20,10,4,Doğalgaz,Evet,12000000
1121,2025,Kartal,75,2,4,9,3,Doğalgaz,Evet,9400000
1122,2025,Şişli,130,3,7,11,5,Doğalgaz,Evet,27500000
1123,2025,Kadıköy,120,3,1,10,4,Doğalgaz,Evet,24000000
1124,2025,Beşiktaş,140,4,2,10,5,Doğalgaz,Evet,48000000
1125,2025,Sarıyer,150,4,0,11,5,Doğalgaz,Evet,50000000
1126,2025,Ümraniye,90,2,22,10,4,Doğalgaz,Evet,11200000
1127,2025,Kartal,85,2,3,9,3,Doğalgaz,Evet,10000000
1128,2025,Şişli,145,4,1,10,5,Doğalgaz,Evet,31000000
1129,2025,Kadıköy,130,4,4,12,6,Doğalgaz,Evet,29000000
1130,2025,Beşiktaş,150,5,1,14,5,Doğalgaz,Evet,49500000
1131,2025,Sarıyer,140,4,2,10,5,Doğalgaz,Evet,47500000
1132,2025,Ümraniye,95,2,18,10,4,Doğalgaz,Evet,11300000
1133,2025,Kartal,90,2,5,8,Doğalgaz,Evet,9900000
1134,2025,Şişli,130,3,5,10,5,Doğalgaz,Evet,27000000
1135,2025,Kadıköy,110,3,3,10,5,Doğalgaz,Evet,23500000
1136,2025,Kadıköy,90,2,0,10,5,Doğalgaz,Evet,21600000
1137,2025,Kadıköy,100,3,5,12,6,Doğalgaz,Evet,23000000
1138,2025,Kadıköy,80,2,10,8,Doğalgaz,Evet,21000000
1139,2025,Beşiktaş,95,3,1,14,6,Doğalgaz,Evet,29500000
1140,2025,Beşiktaş,120,4,0,15,7,Doğalgaz,Evet,31000000
1141,2025,Ümraniye,75,2,15,10,4,Doğalgaz,Evet,10500000
1142,2025,Ümraniye,85,2,5,9,Doğalgaz,Evet,11000000
1143,2025,Kadıköy,95,2,3,10,5,Doğalgaz,Evet,22500000
1144,2025,Kadıköy,90,3,0,11,6,Doğalgaz,Evet,22000000
1145,2025,Beşiktaş,100,3,2,10,5,Doğalgaz,Evet,30000000
1146,2025,Beşiktaş,110,4,1,12,6,Doğalgaz,Evet,29000000
1147,2025,Ümraniye,90,2,20,10,4,Doğalgaz,Evet,11500000
1148,2025,Ümraniye,100,3,10,9,Doğalgaz,Evet,11800000
1149,2025,Kadıköy,110,3,1,10,5,Doğalgaz,Evet,24000000
1150,2025,Kadıköy,95,2,0,12,6,Doğalgaz,Evet,23000000
1151,2025,Beşiktaş,125,4,0,14,5,Doğalgaz,Evet,32000000
1152,2025,Beşiktaş,120,3,3,10,4,Doğalgaz,Evet,30000000
1153,2025,Ümraniye,80,2,15,8,Doğalgaz,Evet,10500000
1154,2025,Ümraniye,85,2,10,9,Doğalgaz,Evet,11000000
1155,2025,Kadıköy,100,3,5,10,4,Doğalgaz,Evet,22500000
1156,2025,Kadıköy,90,2,10,8,Doğalgaz,Evet,21500000
1157,2025,Beşiktaş,125,4,1,14,5,Doğalgaz,Evet,31500000
1158,2025,Beşiktaş,115,3,0,11,6,Doğalgaz,Evet,29500000
1159,2025,Ümraniye,90,2,15,10,4,Doğalgaz,Evet,10900000
1160,2025,Ümraniye,100,3,5,10,3,Doğalgaz,Evet,12000000
1161,2025,Kadıköy,80,2,1,11,5,Doğalgaz,Evet,21200000
1162,2025,Kadıköy,105,3,3,10,5,Doğalgaz,Evet,23500000
1163,2025,Beşiktaş,95,2,0,12,6,Doğalgaz,Evet,29000000
1164,2025,Beşiktaş,110,3,1,14,7,Doğalgaz,Evet,30500000
1165,2025,Ümraniye,90,2,20,9,Doğalgaz,Evet,11700000
1166,2025,Ümraniye,85,2,10,9,Doğalgaz,Evet,10200000
1167,2025,Kadıköy,90,3,2,10,4,Doğalgaz,Evet,23000000
1168,2025,Kadıköy,80,2,0,12,6,Doğalgaz,Evet,22000000
1169,2025,Beşiktaş,120,4,1,12,5,Doğalgaz,Evet,29500000
1170,2025,Beşiktaş,125,3,4,11,6,Doğalgaz,Evet,31000000
1171,2025,Ümraniye,95,2,15,8,Doğalgaz,Evet,11100000
1172,2025,Ümraniye,90,2,10,9,Doğalgaz,Evet,10800000
1173,2025,Kadıköy,95,3,3,10,4,Doğalgaz,Evet,22500000
1174,2025,Kadıköy,110,3,5,10,5,Doğalgaz,Evet,24000000
1175,2025,Beşiktaş,115,3,0,12,6,Doğalgaz,Evet,29000000
1176,2025,Beşiktaş,120,4,1,14,7,Doğalgaz,Evet,31000000
1177,2025,Ümraniye,95,2,20,9,Doğalgaz,Evet,11700000
1178,2025,Ümraniye,100,3,5,10,4,Doğalgaz,Evet,12000000
1179,2025,Kadıköy,100,3,1,10,5,Doğalgaz,Evet,23500000
1180,2025,Kadıköy,90,2,0,11,6,Doğalgaz,Evet,21500000
1181,2025,Beşiktaş,110,3,2,12,5,Doğalgaz,Evet,30000000
1182,2025,Beşiktaş,125,4,0,15,6,Doğalgaz,Evet,31900000
1183,2025,Ümraniye,90,2,15,9,Doğalgaz,Evet,11400000
1184,2025,Ümraniye,80,2,2,10,4,Doğalgaz,Evet,10700000
1185,2025,Kadıköy,95,3,3,11,5,Doğalgaz,Evet,23000000
1186,2025,Kadıköy,85,2,0,10,6,Doğalgaz,Evet,21000000
1187,2025,Beşiktaş,120,4,5,10,4,Doğalgaz,Evet,30000000
1188,2025,Beşiktaş,110,3,0,12,6,Doğalgaz,Evet,29000000
1189,2025,Ümraniye,95,2,20,9,Doğalgaz,Evet,11900000
1190,2025,Ümraniye,90,2,10,9,Doğalgaz,Evet,11800000
1191,2025,Kadıköy,100,3,5,10,4,Doğalgaz,Evet,23000000
1192,2025,Kadıköy,80,2,1,11,6,Doğalgaz,Evet,21000000
1193,2025,Beşiktaş,125,3,2,12,5,Doğalgaz,Evet,31000000
1194,2025,Beşiktaş,120,4,2,10,5,Doğalgaz,Evet,30500000
1195,2025,Ümraniye,90,2,15,9,Doğalgaz,Evet,11400000
1196,2025,Ümraniye,95,2,10,8,Doğalgaz,Evet,11000000
1197,2025,Kadıköy,100,3,3,10,4,Doğalgaz,Evet,23100000
1198,2025,Kadıköy,90,2,0,12,5,Doğalgaz,Evet,21500000
1199,2025,Beşiktaş,115,3,1,11,5,Doğalgaz,Evet,29000000
1200,2025,Beşiktaş,120,4,0,15,6,Doğalgaz,Evet,31000000
1201,2025,Ümraniye,80,2,25,8,Doğalgaz,Evet,10400000
1202,2025,Ümraniye,90,2,10,9,Doğalgaz,Evet,11500000
1203,2025,Kadıköy,85,2,2,10,4,Doğalgaz,Evet,21000000
1204,2025,Kadıköy,90,3,3,11,6,Doğalgaz,Evet,24000000
1205,2025,Beşiktaş,135,4,0,12,5,Doğalgaz,Evet,31500000
1206,2025,Beşiktaş,120,3,0,10,4,Doğalgaz,Evet,29500000
1207,2025,Ümraniye,90,2,15,9,Doğalgaz,Evet,11000000
1208,2025,Ümraniye,80,2,10,9,Doğalgaz,Evet,10600000
1209,2025,Kadıköy,85,2,2,10,4,Doğalgaz,Evet,21300000
1210,2025,Kadıköy,100,3,5,10,4,Doğalgaz,Evet,23000000
1211,2024,Pendik,85,2+1,5,8,3,Dogalgaz,Hayir,12750000
1212,2024,Pendik,95,3+1,0,10,5,Dogalgaz,Evet,19152000
1213,2024,Pendik,110,3+1,22,12,7,Dogalgaz,Hayir,14052500
1214,2024,Pendik,75,2+1,10,6,2,Dogalgaz,Evet,15120000
1215,2024,Pendik,130,4+1,0,14,9,Dogalgaz,Evet,26208000
1216,2024,Beşiktaş,120,3+1,2,12,8,Merkezi,Evet,63360000
1217,2024,Beşiktaş,140,4+1,4,14,10,Merkezi,Evet,73920000
1218,2024,Beşiktaş,160,4+1,1,16,12,Merkezi,Evet,84480000
1219,2024,Beşiktaş,100,2+1,3,10,7,Merkezi,Evet,48000000
1220,2024,Beşiktaş,180,5+1,5,18,15,Merkezi,Evet,95040000
1221,2024,Beşiktaş,130,3+1,0,12,9,Merkezi,Evet,68640000
1222,2024,Beşiktaş,150,4+1,2,14,11,Merkezi,Evet,79200000
1223,2024,Beşiktaş,170,4+1,4,16,13,Merkezi,Evet,89760000
1224,2024,Beşiktaş,110,3+1,1,11,8,Merkezi,Evet,58080000
1225,2024,Beşiktaş,190,5+1,5,20,16,Merkezi,Evet,100320000
1226,2024,Kadıköy,90,2+1,5,8,4,Dogalgaz,Hayir,22500000
1227,2024,Kadıköy,110,3+1,2,10,6,Dogalgaz,Hayir,27500000
1228,2024,Kadıköy,130,3+1,8,12,7,Dogalgaz,Hayir,32500000
1229,2024,Kadıköy,150,4+1,10,14,9,Dogalgaz,Hayir,41250000
1230,2024,Kadıköy,100,2+1,0,9,5,Dogalgaz,Hayir,30000000
1231,2024,Kadıköy,120,3+1,4,11,7,Dogalgaz,Hayir,30000000
1232,2024,Kadıköy,140,4+1,6,13,8,Dogalgaz,Hayir,38500000
1233,2024,Kadıköy,160,4+1,9,15,10,Dogalgaz,Hayir,44000000
1234,2024,Kadıköy,180,5+1,7,16,11,Dogalgaz,Hayir,49500000
1235,2024,Kadıköy,200,5+1,10,18,12,Dogalgaz,Hayir,55000000
1236,2024,Ümraniye,85,2+1,12,8,3,Dogalgaz,Hayir,11900000
1237,2024,Ümraniye,95,2+1,8,9,4,Dogalgaz,Hayir,13300000
1238,2024,Ümraniye,105,3+1,5,10,5,Dogalgaz,Hayir,14700000
1239,2024,Ümraniye,115,3+1,3,11,6,Dogalgaz,Hayir,16100000
1240,2024,Ümraniye,125,4+1,1,12,7,Dogalgaz,Hayir,17500000
1241,2024,Ümraniye,135,4+1,0,13,8,Dogalgaz,Hayir,18900000
1242,2024,Ümraniye,145,4+1,10,14,9,Dogalgaz,Hayir,20300000
1243,2024,Ümraniye,155,5+1,6,15,10,Dogalgaz,Hayir,21700000
1244,2024,Ümraniye,165,5+1,4,16,11,Dogalgaz,Hayir,23100000
1245,2024,Ümraniye,175,5+1,2,17,12,Dogalgaz,Hayir,24500000
1246,2024,Pendik,80,2+1,6,8,3,Dogalgaz,Evet,14880000
1247,2024,Pendik,90,2+1,4,9,4,Dogalgaz,Evet,16740000
1248,2024,Pendik,100,3+1,2,10,5,Dogalgaz,Evet,18600000
1249,2024,Pendik,110,3+1,0,11,6,Dogalgaz,Evet,20460000
1250,2024,Pendik,120,4+1,1,12,7,Dogalgaz,Evet,22320000
1251,2024,Pendik,130,4+1,3,13,8,Dogalgaz,Evet,24180000
1252,2024,Pendik,140,4+1,5,14,9,Dogalgaz,Evet,26040000
1253,2024,Pendik,150,5+1,7,15,10,Dogalgaz,Evet,27900000
1254,2024,Pendik,160,5+1,9,16,11,Dogalgaz,Evet,29760000
1255,2024,Pendik,170,5+1,10,17,12,Dogalgaz,Evet,31620000
1257,2024,Şişli,100,2+1,3,12,5,Dogalgaz,Evet,38500000
1258,2024,Şişli,110,3+1,2,12,0,Dogalgaz,Evet,38115000
1259,2024,Şişli,120,3+1,1,15,14,Merkezi,Evet,37800000
1260,2024,Şişli,130,4+1,4,14,7,Dogalgaz,Evet,47825000
1261,2024,Şişli,140,4+1,5,16,8,Merkezi,Evet,46550000
1262,2024,Şişli,150,5+1,3,18,9,Dogalgaz,Evet,57825000
1263,2024,Şişli,160,5+1,2,20,10,Merkezi,Evet,53200000
1264,2024,Şişli,170,5+1,4,22,11,Dogalgaz,Evet,65525000
1265,2024,Şişli,180,5+1,1,24,12,Merkezi,Evet,59940000
1266,2024,Şişli,190,5+1,3,26,13,Dogalgaz,Evet,73225000
1267,2024,Sarıyer,100,2+1,2,10,4,Dogalgaz,Evet,42000000
1268,2024,Sarıyer,110,3+1,3,12,11,Merkezi,Evet,40315000
1269,2024,Sarıyer,120,3+1,4,14,7,Dogalgaz,Evet,50400000
1270,2024,Sarıyer,130,4+1,5,16,15,Merkezi,Evet,48685000
1271,2024,Sarıyer,140,4+1,2,18,9,Dogalgaz,Evet,58800000
1272,2024,Sarıyer,150,5+1,1,20,10,Merkezi,Evet,54625000
1273,2024,Sarıyer,160,5+1,3,22,11,Dogalgaz,Evet,67200000
1274,2024,Sarıyer,170,5+1,4,24,12,Merkezi,Evet,62045000
1275,2024,Sarıyer,180,5+1,2,26,13,Dogalgaz,Evet,75600000
1276,2024,Sarıyer,190,5+1,5,28,14,Merkezi,Evet,69445000
1277,2024,Ataşehir,90,2+1,6,10,4,Dogalgaz,Evet,17010000
1278,2024,Ataşehir,100,3+1,4,12,11,Merkezi,Evet,15200000
1279,2024,Ataşehir,110,3+1,3,14,7,Dogalgaz,Evet,20790000
1280,2024,Ataşehir,120,4+1,2,16,8,Merkezi,Evet,18240000
1281,2024,Ataşehir,130,4+1,5,18,9,Dogalgaz,Evet,24570000
1282,2024,Ataşehir,140,4+1,6,20,10,Merkezi,Evet,21280000
1283,2024,Ataşehir,150,5+1,4,22,11,Dogalgaz,Evet,28350000
1284,2024,Ataşehir,160,5+1,3,24,12,Merkezi,Evet,24320000
1285,2024,Ataşehir,170,5+1,2,26,13,Dogalgaz,Evet,32130000
1286,2024,Ataşehir,180,5+1,1,28,14,Merkezi,Evet,27360000
1287,2024,Üsküdar,90,2+1,7,8,3,Dogalgaz,Hayir,16065000
1288,2024,Üsküdar,100,3+1,5,10,9,Merkezi,Hayir,14250000
1289,2024,Üsküdar,110,3+1,4,12,6,Dogalgaz,Hayir,19635000
1290,2024,Üsküdar,120,4+1,3,14,7,Merkezi,Hayir,17100000
1291,2024,Üsküdar,130,4+1,6,16,8,Dogalgaz,Hayir,23205000
1292,2024,Üsküdar,140,4+1,7,18,9,Merkezi,Hayir,19950000
1293,2024,Üsküdar,150,5+1,5,20,10,Dogalgaz,Hayir,26775000
1294,2024,Üsküdar,160,5+1,4,22,11,Merkezi,Hayir,22800000
1295,2024,Üsküdar,170,5+1,3,24,12,Dogalgaz,Hayir,30345000
1296,2024,Üsküdar,180,5+1,2,26,13,Merkezi,Hayir,25650000
1297,2024,Kartal,90,2+1,8,8,3,Dogalgaz,Evet,13545000
1298,2024,Kartal,100,3+1,6,10,9,Merkezi,Evet,12150000
1299,2024,Kartal,110,3+1,5,12,6,Dogalgaz,Evet,16555000
1300,2024,Kartal,120,4+1,4,14,7,Merkezi,Evet,13860000
1301,2024,Kartal,130,4+1,7,16,8,Dogalgaz,Evet,19565000
1302,2024,Kartal,140,4+1,8,18,9,Merkezi,Evet,16020000
1303,2024,Kartal,150,5+1,6,20,10,Dogalgaz,Evet,22575000
1304,2024,Kartal,160,5+1,5,22,11,Merkezi,Evet,18160000
1305,2024,Kartal,170,5+1,4,24,12,Dogalgaz,Evet,25585000
1306,2024,Kartal,180,5+1,3,26,13,Merkezi,Evet,20300000
1307,2024,Maltepe,90,2+1,9,8,3,Dogalgaz,Hayir,13162500
1308,2024,Maltepe,100,3+1,7,10,9,Merkezi,Hayir,11700000
1309,2024,Maltepe,110,3+1,6,12,6,Dogalgaz,Hayir,16087500
1310,2024,Maltepe,120,4+1,5,14,7,Merkezi,Hayir,13320000
1311,2024,Maltepe,130,4+1,8,16,8,Dogalgaz,Hayir,19012500
1312,2024,Maltepe,140,4+1,9,18,9,Merkezi,Hayir,15390000
1313,2024,Maltepe,150,5+1,7,20,10,Dogalgaz,Hayir,21937500
1314,2024,Maltepe,160,5+1,6,22,11,Merkezi,Hayir,17520000
1315,2024,Maltepe,170,5+1,5,24,12,Dogalgaz,Hayir,24862500
1316,2024,Maltepe,180,5+1,4,26,13,Merkezi,Hayir,19710000
1317,2024,Arnavutköy,90,2+1,10,6,2,Dogalgaz,Hayir,5197500
1318,2024,Arnavutköy,100,3+1,12,8,7,Merkezi,Hayir,4500000
1319,2024,Arnavutköy,110,3+1,8,10,5,Dogalgaz,Hayir,6352500
1320,2024,Arnavutköy,120,4+1,6,12,6,Merkezi,Hayir,5400000
1321,2024,Arnavutköy,130,4+1,9,14,7,Dogalgaz,Hayir,7507500
1322,2024,Arnavutköy,140,4+1,11,16,8,Merkezi,Hayir,6300000
1323,2024,Arnavutköy,150,5+1,10,18,9,Dogalgaz,Hayir,8662500
1324,2024,Arnavutköy,160,5+1,8,20,10,Merkezi,Hayir,7200000
1325,2024,Arnavutköy,170,5+1,7,22,11,Dogalgaz,Hayir,9817500
1326,2024,Arnavutköy,180,5+1,6,24,12,Merkezi,Hayir,8100000
1327,2024,Silivri,90,2+1,11,6,2,Dogalgaz,Evet,4961250
1328,2024,Silivri,100,3+1,13,8,7,Merkezi,Evet,4275000
1329,2024,Silivri,110,3+1,9,10,5,Dogalgaz,Evet,6078750
1330,2024,Silivri,120,4+1,7,12,6,Merkezi,Evet,5130000
1331,2024,Silivri,130,4+1,10,14,7,Dogalgaz,Evet,7196250
1332,2024,Silivri,140,4+1,12,16,8,Merkezi,Evet,5940000
1333,2024,Silivri,150,5+1,11,18,9,Dogalgaz,Evet,8313750
1334,2024,Silivri,160,5+1,9,20,10,Merkezi,Evet,6480000
1335,2024,Silivri,170,5+1,8,22,11,Dogalgaz,Evet,9431250
1336,2024,Silivri,180,5+1,7,24,12,Merkezi,Evet,7290000
